procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Delayed Sell,WATER'S EDGE,واترز ايدج,992250,Residential,1,41,60.0,42.08,بيع مبدئى,2014-06-19,وتر إيدح,WATER'S EDGE,سكني,526,3,Buj Khalifa Dubai Mall Metro Station,1,23580.09,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-41-2014-3604,استوديو,,Unit,Business Bay,Downtown Dubai,Studio,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,Flat,418.0,,العقارات القائمة,شقه سكنيه,الخليج التجاري
Sell,DIAMOND VIEWS 2,دايموند فيوز 2,287000,Residential,1,11,60.0,39.0,بيع,2014-06-24,دايموند فيوز 2,DIAMOND VIEWS 2,سكني,441,3,Dubai Internet City,1,7358.97,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مول الإمارات,1-11-2014-16209,استوديو,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,Studio,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,Flat,217.0,,العقارات القائمة,شقه سكنيه,قرية جميرا الدائرية
Development Registration,,كورت يارد ريسيدينس 2,378000,Residential,1,133,60.0,41.2,تسجيل حق منفعة,2014-07-01,,COURTYARD RESIDENCE 2,سكني,232,3,Rashidiya Metro Station,1,9174.76,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,2.0,1.0,Sales,سيتي سنتر مردف,1-133-2014-997,استوديو,,Unit,Uptown Mirdif,Dubai International Airport,Studio,Mirdif,وحدة,1,2026-03-26 10:08:27,مطار دبي الدولي,مردف,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,اب تاون مردف
Sell,BURLINGTON TOWER,برج برلينجتون,729501,Commercial,1,11,42.0,48.48,بيع,2014-08-05,برج برلنجتون,BURLINGTON TOWER,تجاري,526,3,Business Bay Metro Station,1,15047.46,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2014-18673,مكتب,,Unit,Business Bay,Downtown Dubai,Office,Business Bay,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,الخليج التجارى,Existing Properties,Office,46.0,,العقارات القائمة,مكتب,الخليج التجاري
Development Registration,,,1481000,Residential,1,133,4.0,222.93,تسجيل حق منفعة,2014-08-25,,,سكني,232,4,Rashidiya Metro Station,0,6643.34,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,2.0,1.0,Sales,سيتي سنتر مردف,1-133-2014-1326,ثلاث غرف,,Villa,Uptown Mirdif,Dubai International Airport,3 B/R,Mirdif,فيلا,1,2026-03-26 10:08:27,مطار دبي الدولي,مردف,Existing Properties,Villa,,,العقارات القائمة,فيلا,اب تاون مردف
Delayed Sell,,,12311000,Commercial,1,41,,2154.53,بيع مبدئى,2014-09-02,,,تجاري,445,1,Ibn Battuta Metro Station,0,5714.01,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,1.0,Sales,ابن بطوطة مول,1-41-2014-4499,,,Land,Al Furjan,Expo 2020 Site,,Jabal Ali First,أرض,1,2026-03-26 10:08:27,موقع إكسبو 2020,جبل علي الأولى,Existing Properties,,,,العقارات القائمة,,الفرجان
Sell - Pre registration,REEM - MIRA OASIS COMMUNITY PHASE 2,,1611888,Residential,0,102,4.0,221.0,بيع - تسجيل مبدئى,2014-10-02,ريم - ميرا أوسيس كوميونتي فيس 2 ,,سكني,506,4,,0,7293.61,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2014-11749,ثلاث غرف,,Villa,,Dubai Cycling Course,3 B/R,Al Yelayiss 1,فيلا,1,2026-03-26 10:08:27,دورة دبي للدراجات,اليلايس 1,Off-Plan Properties,Villa,1490.0,,على الخارطة,فيلا,
Lease to Own Registration,ELITE 7 SPORTS RESIDENCE,اليت ريزيدنسيس 7,1173000,Residential,1,110,60.0,131.88,تسجيل إيجارة تنتهى بالتملك,2014-10-07,إيليت 7 سبورتس ريزيدنس,Elite Residences 7,سكني,435,3,Nakheel Metro Station,1,8894.45,رهون,Marina Mall,4.0,محطة مترو النخيل,2.0,2.0,Mortgages,مارينا مول,2-110-2014-1767,ثلاث غرف,8894.45,Unit,Dubai Sports City,Sports City Swimming Academy,3 B/R,Al Hebiah Fourth,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Existing Properties,Flat,329.0,1173000.0,العقارات القائمة,شقه سكنيه,مدينة دبي الرياضية
Lease Finance Registration,,,3794050,Residential,1,810,,609.26,تسجيل اجارة تمويلية,2014-10-27,,,سكني,434,4,,0,6227.31,رهون,,0.0,,1.0,1.0,Mortgages,,2-810-2014-340,,,Villa,Arabian Ranches - 1,Motor City,,Wadi Al Safa 6,فيلا,2,2026-03-26 10:08:27,موتور سيتي,وادي الصفا 6,Existing Properties,,,,العقارات القائمة,,المرابع العربية - 1
Delayed Sell,REMRAAM,الرمث 21,755000,Residential,1,41,60.0,70.44,بيع مبدئى,2014-12-09,رمرام,AL RAMTH 21,سكني,451,3,,1,10718.34,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2014-6515,غرفة,,Unit,Remraam,Motor City,1 B/R,Al Hebiah Fifth,وحدة,1,2026-03-26 10:08:27,موتور سيتي,الحبيه الخامسة,Existing Properties,Flat,975.0,,العقارات القائمة,شقه سكنيه,رمرام
Sell,,كيه جيه تاور,1649705,Residential,1,11,60.0,164.46,بيع,2014-12-29,,K G TOWER,سكني,330,3,Jumeirah Beach Residency,1,10031.04,مبايعات,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Sales,مارينا مول,1-11-2014-28055,غرفتين,,Unit,Dubai Marina,Sports City Swimming Academy,2 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell,INDIGO TOWER,انديجو تاور,2450000,Residential,1,11,60.0,158.23,بيع,2015-02-11,برج النيلي,Indigo Tower,سكني,350,3,Jumeirah Lakes Towers,1,15483.79,مبايعات,Marina Mall,0.0,أبراج بحيرات جميرا,1.0,3.0,Sales,مارينا مول,1-11-2015-2778,ثلاث غرف,,Unit,Jumeirah Lakes Towers,Sports City Swimming Academy,3 B/R,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الخامسة,Existing Properties,Flat,172.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell,PANORAMA,بانوراما,1414888,Residential,1,11,60.0,123.74,بيع,2015-03-16,بانوراما ,GR PANORAMA,سكني,351,3,Nakheel Metro Station,1,11434.36,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-11-2015-4590,غرفتين,,Unit,The Greens,Burj Al Arab,2 B/R,Al Thanyah Third,وحدة,1,2026-03-26 10:08:27,برج العرب,الثنيه الثالثة,Existing Properties,Flat,1315.0,,العقارات القائمة,شقه سكنيه,الروضة
Mortgage Registration,Emirates Hills,,20200000,Commercial,1,13,,1383.05,تسجيل رهن,2015-04-02,تلال الإمارات,,تجاري,352,1,Nakheel Metro Station,0,14605.4,رهون,Marina Mall,0.0,محطة مترو النخيل,1.0,2.0,Mortgages,مارينا مول,2-13-2015-2394,,,Land,Emirates Hills,Sports City Swimming Academy,,Al Thanayah Fourth,أرض,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,,4000.0,,العقارات القائمة,,تلال الامارات
Sell,CHURCHILL TOWER,ابراج تشرشل 2-سكني,1350000,Residential,1,11,60.0,89.93,بيع,2015-04-08, تشرشل تاور,Churchill Tower 2-Residential,سكني,390,3,Business Bay Metro Station,1,15011.68,مبايعات,Dubai Mall,0.0,محطة مترو الخليج التجاري,1.0,1.0,Sales,مول دبي,1-11-2015-6035,غرفة,,Unit,Business Bay,Downtown Dubai,1 B/R,Burj Khalifa,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,1178.0,,العقارات القائمة,شقه سكنيه,الخليج التجاري
Grant,,موج  190,700728,Residential,1,9,60.0,93.0,هبه,2015-04-20,,MOG 190,سكني,284,3,Harbour Tower,0,7534.71,هبات,Ibn-e-Battuta Mall,0.0,برج هاربور,1.0,1.0,Gifts,ابن بطوطة مول,3-9-2015-348,غرفة,,Unit,Discovery Gardens,Sports City Swimming Academy,1 B/R,Jabal Ali,وحدة,3,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,جبل على,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,الحدائق المكتشفة
Lease to Own Registration,QPOINT LIWAN-PLOT R008 A&B,مزايا 10- أ,667500,Residential,1,110,60.0,117.59,تسجيل إيجارة تنتهى بالتملك,2015-05-04,كيو بوينت ليوان -PLOT R008 A&B,Mazaya 10 - A,سكني,464,3,,1,5676.5,رهون,,2.0,,2.0,2.0,Mortgages,,2-110-2015-649,غرفتين,5676.5,Unit,Liwan1,IMG World Adventures,2 B/R,Wadi Al Safa 2,وحدة,2,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 2,Existing Properties,Flat,1183.0,667500.0,العقارات القائمة,شقه سكنيه,ليوان 1
Sell - Pre registration,ESCAN MARINA TOWER,ESCAN MARINA TOWER,1516943,Residential,0,102,60.0,80.85,بيع - تسجيل مبدئى,2015-05-18, اسكان مارينا تاور,ESCAN MARINA TOWER,سكني,330,3,Jumeirah Beach Residency,1,18762.44,مبايعات,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Sales,مارينا مول,1-102-2015-5241,غرفة,,Unit,Dubai Marina,Sports City Swimming Academy,1 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,مرسى دبي,Off-Plan Properties,Flat,845.0,,على الخارطة,شقه سكنيه,دبي مارينا
Development Registration,THE DUNES,دونز,316230,Residential,1,133,60.0,38.6,تسجيل حق منفعة,2015-06-11,ذا ديونز,DUNES,سكني,484,3,,1,8192.49,مبايعات,,0.0,,1.0,1.0,Sales,,1-133-2015-710,استوديو,,Unit,Silicon Oasis,IMG World Adventures,Studio,Nadd Hessa,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,ند حصة,Existing Properties,Flat,762.0,,العقارات القائمة,شقه سكنيه,واحة السيليكون
Lease Finance Registration,,,1890000,Residential,1,810,4.0,391.19,تسجيل اجارة تمويلية,2015-07-09,,,سكني,434,4,,0,4831.41,رهون,,0.0,,1.0,2.0,Mortgages,,2-810-2015-378,ثلاث غرف,,Villa,Arabian Ranches - 1,Global Village,3 B/R,Wadi Al Safa 6,فيلا,2,2026-03-26 10:08:27,قرية عالمية,وادي الصفا 6,Existing Properties,Villa,,,العقارات القائمة,فيلا,المرابع العربية - 1
Sell,QPOINT LIWAN-PLOT R008 A&B,مزايا 10- أ,498444,Residential,1,11,60.0,64.48,بيع,2015-08-17,كيو بوينت ليوان -PLOT R008 A&B,Mazaya 10 - A,سكني,464,3,,1,7730.21,مبايعات,,0.0,,1.0,1.0,Sales,,1-11-2015-10899,غرفة,,Unit,Liwan1,IMG World Adventures,1 B/R,Wadi Al Safa 2,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 2,Existing Properties,Flat,1183.0,,العقارات القائمة,شقه سكنيه,ليوان 1
Sell,,ان - 03,340000,Residential,1,11,60.0,44.0,بيع,2015-09-08,,N-03,سكني,343,3,Rashidiya Metro Station,0,7727.27,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2015-13822,استوديو,,Unit,International City Phase 1,,Studio,Al Warsan First,وحدة,1,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,المدينة العالمية - المرحلة الاولى
Delayed Sell,LINCOLN PARK,لينكولن بارك - وست سايد,642732,Residential,1,41,60.0,49.76,بيع مبدئى,2015-10-05,لينكولن بارك,Lincoln Park -West Side,سكني,409,3,Sharaf Dg Metro Station,1,12916.64,مبايعات,Mall of the Emirates,0.0,محطة مترو شرف دي جي,1.0,1.0,Sales,مول الإمارات,1-41-2015-5197,استوديو,,Unit,Arjan,Motor City,Studio,Al Barshaa South Third,وحدة,1,2026-03-26 10:08:27,موتور سيتي,البرشاء جنوب الثالثة,Existing Properties,Flat,412.0,,العقارات القائمة,شقه سكنيه,أرجان
Sell,SYMBOLIC AURA,,5000000,Commercial,1,11,,996.4,بيع,2015-10-12,سيمبوليك اورا,,تجاري,445,1,Ibn Battuta Metro Station,0,5018.07,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,1.0,Sales,ابن بطوطة مول,1-11-2015-14995,,,Land,Al Furjan,Expo 2020 Site,,Jabal Ali First,أرض,1,2026-03-26 10:08:27,موقع إكسبو 2020,جبل علي الأولى,Existing Properties,,2988.0,,العقارات القائمة,,الفرجان
Sell - Pre registration,ELITE 8 SPORTS RESIDENCE,ايليت 8 سبورتس ريزيدنيس,435000,Residential,0,102,60.0,39.54,بيع - تسجيل مبدئى,2015-11-09,ايليت 8 سبورتس ريزيدنس,ELITE 8 SPORTS RESIDENCE,سكني,435,3,Nakheel Metro Station,1,11001.52,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2015-10885,استوديو,,Unit,Dubai Sports City,Sports City Swimming Academy,Studio,Al Hebiah Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الرابعة,Off-Plan Properties,Flat,1401.0,,على الخارطة,شقه سكنيه,مدينة دبي الرياضية
Development Mortgage,,لى سولاريوم,457500,Commercial,1,39,42.0,124.39,رهن حق منفعة,2015-11-17,,LE SOLARIUM,تجاري,285,3,,1,3677.95,رهون,,1.0,,0.0,1.0,Mortgages,,2-39-2015-740,مكتب,,Unit,Silicon Oasis,IMG World Adventures,Office,Nad Al Shiba,وحدة,2,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,ند الشبا,Existing Properties,Office,,,العقارات القائمة,مكتب,واحة السيليكون
Delayed Sell,ALFURJAN PACKAGE 6,,2971000,Residential,1,41,,224.0,بيع مبدئى,2015-12-28,الفرجان 6,,سكني,445,4,Ibn Battuta Metro Station,0,13263.39,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو ابن بطوطة,1.0,1.0,Sales,ابن بطوطة مول,1-41-2015-5874,,,Villa,Al Furjan,Sports City Swimming Academy,,Jabal Ali First,فيلا,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,جبل علي الأولى,Existing Properties,,1661.0,,العقارات القائمة,,الفرجان
Sell - Pre registration,DAMAC HILLS (2) - VIRIDIS ,فريديس دي ,491568,Residential,0,102,60.0,39.54,بيع - تسجيل مبدئى,2016-02-08,داماك هيلز ( 2 ) - فيريديس,VIRIDIS D,سكني,505,3,,1,12432.17,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2016-724,استوديو,,Unit,DAMAC HILLS 2,,Studio,Madinat Hind 4,وحدة,1,2026-03-26 10:08:27,,مدينة هند 4,Off-Plan Properties,Flat,1675.0,,على الخارطة,شقه سكنيه,داماك هيليز 2
Development Registration Pre-Registration,LE PRESIDIUM,ليبريسيديوم تاور 1,762830,Residential,0,851,60.0,97.75,تسجيل حق منفعة - تسجيل مبدئي,2016-02-10,لي بريزديم,LE PRESIDIUM TOWER 1,سكني,484,3,,1,7803.89,مبايعات,,0.0,,1.0,1.0,Sales,,1-851-2016-79,غرفة,,Unit,Silicon Oasis,IMG World Adventures,1 B/R,Nadd Hessa,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,ند حصة,Off-Plan Properties,Flat,910.0,,على الخارطة,شقه سكنيه,واحة السيليكون
Mortgage Registration,,,2383833,Residential,1,13,,1294.42,تسجيل رهن,2016-04-19,,,سكني,298,2,,0,1841.62,رهون,,0.0,,1.0,1.0,Mortgages,,2-13-2016-2960,,,Building,,,,Al Warqa Third,مبنى,2,2026-03-26 10:08:27,,الورقاء الثالثه,Existing Properties,,,,العقارات القائمة,,
Grant,29 BOULEVARD,29 بوليفارد تي 1,2584111,Residential,1,9,60.0,100.03,هبه,2016-05-02,29 بوليفارد,29 BLVD T1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,25833.36,هبات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Gifts,مول دبي,3-9-2016-632,غرفتين,,Unit,DownTown Dubai,Downtown Dubai,2 B/R,Burj Khalifa,وحدة,3,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,1276.0,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell,,,12600000,Commercial,1,11,,283.86,بيع,2016-05-16,,,تجاري,367,2,Al Fahidi Metro Station,0,44388.08,مبايعات,Dubai Mall,0.0,محطة مترو الفهيدي,3.0,4.0,Sales,مول دبي,1-11-2016-5701,,,Building,,Dubai International Airport,,Al Suq Al Kabeer,مبنى,1,2026-03-26 10:08:27,مطار دبي الدولي,السوق الكبير,Existing Properties,,,,العقارات القائمة,,
Grant,,,6500000,Residential,1,9,,113.74,هبه,2016-06-23,,,سكني,266,2,Trade Centre Metro Station,0,57147.88,هبات,Dubai Mall,0.0,محطة مترو المركز التجاري,1.0,1.0,Gifts,مول دبي,3-9-2016-966,,,Building,,Burj Khalifa,,Al Satwa,مبنى,3,2026-03-26 10:08:27,برج خليفة,السطوه,Existing Properties,,,,العقارات القائمة,,
Sell - Pre registration,MAPLE 2 ,,3217888,Residential,0,102,4.0,280.42,بيع - تسجيل مبدئى,2016-07-21,مابل 2,,سكني,482,4,First Abu Dhabi Bank Metro Station,0,11475.24,مبايعات,Mall of the Emirates,0.0,محطة مترو بنك أبوظبي الأول,1.0,1.0,Sales,مول الإمارات,1-102-2016-8735,خمس غرف,,Villa,DUBAI HILLS - MAPLE 2,Motor City,5 B/R,Hadaeq Sheikh Mohammed Bin Rashid,فيلا,1,2026-03-26 10:08:27,موتور سيتي,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Villa,1690.0,,على الخارطة,فيلا,دبي هيليز - مابل 2
Lease Finance Registration,,ريزيدنس -2 - تاور 1,950000,Residential,1,810,60.0,84.17,تسجيل اجارة تمويلية,2016-08-08,,THE RESIDENCES II - TOWER 1,سكني,390,3,Buj Khalifa Dubai Mall Metro Station,1,11286.68,رهون,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Mortgages,مول دبي,2-810-2016-413,غرفة,,Unit,DownTown Dubai,Downtown Dubai,1 B/R,Burj Khalifa,وحدة,2,2026-03-26 10:08:27,وسط مدينة دبي,برج خليفة,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,داون تاون دبي
Sell,SABA TOWER 3,سبا 3,1700000,Residential,1,11,60.0,135.14,بيع,2016-11-30, سابا تاور 3,SABA 3,سكني,350,3,Marina Mall Metro Station,1,12579.55,مبايعات,Marina Mall,0.0,محطة مترو مارينا مول,1.0,1.0,Sales,مارينا مول,1-11-2016-14324,غرفتين,,Unit,Jumeirah Lakes Towers,Burj Al Arab,2 B/R,Al Thanyah Fifth,وحدة,1,2026-03-26 10:08:27,برج العرب,الثنيه الخامسة,Existing Properties,Flat,464.0,,العقارات القائمة,شقه سكنيه, ابراج بحيرات الجميرا
Sell Development,,,9106519,Commercial,1,45,,2951.9,بيع حق منفعة,2016-12-14,,,تجاري,458,2,UAE Exchange Metro Station,0,3084.97,مبايعات,Ibn-e-Battuta Mall,0.0,محطة مترو الإمارات العربية المتحدة للصرافة,1.0,1.0,Sales,ابن بطوطة مول,1-45-2016-832,,,Building,Dubai Investment Park First,Expo 2020 Site,,Dubai Investment Park First,مبنى,1,2026-03-26 10:08:27,موقع إكسبو 2020,مجمع دبي للاستثمار الاول,Existing Properties,,,,العقارات القائمة,,مجمع دبي للاستثمار الاول
Sell - Pre registration,SERENA BELLA CASA,,1370000,Residential,0,102,4.0,183.24,بيع - تسجيل مبدئى,2017-02-13,سيرينا - بيلا كازا,,سكني,463,4,,0,7476.53,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2017-2722,غرفتين,,Villa,800 Villas,Hamdan Sports Complex,2 B/R,Wadi Al Safa 7,فيلا,1,2026-03-26 10:08:27,مجمع حمدان الرياضي,وادي الصفا 7,Off-Plan Properties,Villa,1598.0,,على الخارطة,فيلا,800 فيلا
Sell,,ام - 02,214110,Commercial,1,11,23.0,34.0,بيع,2017-02-15,,M-02,تجاري,343,3,Rashidiya Metro Station,0,6297.35,مبايعات,City Centre Mirdif,0.0,محطة مترو الراشدية,1.0,1.0,Sales,سيتي سنتر مردف,1-11-2017-2269,,,Unit,International City Phase 1,,,Al Warsan First,وحدة,1,2026-03-26 10:08:27,,ورسان الاولى,Existing Properties,Shop,,,العقارات القائمة,محل,المدينة العالمية - المرحلة الاولى
Lease Finance Registration,TANARO,تنارو,1003351,Residential,1,810,60.0,68.38,تسجيل اجارة تمويلية,2017-04-11,تانارو,TNARO,سكني,351,3,Nakheel Metro Station,1,14673.16,رهون,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Mortgages,مارينا مول,2-810-2017-248,غرفة,,Unit,The Greens,Burj Al Arab,1 B/R,Al Thanyah Third,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الثالثة,Existing Properties,Flat,1459.0,,العقارات القائمة,شقه سكنيه,الروضة
Sell,,الحتيمي,4425000,Residential,1,11,60.0,144.08,بيع,2017-04-24,,Al Hatimi,سكني,410,3,Palm Jumeirah,1,30712.1,مبايعات,Marina Mall,0.0,نخلة جميرا,1.0,1.0,Sales,مارينا مول,1-11-2017-5109,غرفتين,,Unit,Palm Jumeirah,Burj Al Arab,2 B/R,Palm Jumeirah,وحدة,1,2026-03-26 10:08:27,برج العرب,نخلة جميرا,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,نخلة جميرا
Mortgage Registration,Emirates Living - Springs 8,,1675000,Residential,1,13,4.0,172.49,تسجيل رهن,2017-05-08,روعة الإمارات ? الينابيع 8,,سكني,352,4,Nakheel Metro Station,0,9710.71,رهون,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Mortgages,مارينا مول,2-13-2017-3910,غرفتين,,Villa,Springs - 3,Sports City Swimming Academy,2 B/R,Al Thanayah Fourth,فيلا,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الثنيه الرابعة,Existing Properties,Villa,1045.0,,العقارات القائمة,فيلا,الينابيع - 3
Mortgage Registration,MADISON RESIDENCY,ماديسون ريزدنسي,520000,Residential,1,13,60.0,60.68,تسجيل رهن,2017-05-08,ماديسون ريزيدنس,Madison Residency,سكني,443,3,Dubai Internet City,1,8569.55,رهون,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Mortgages,مول الإمارات,2-13-2017-3853,استوديو,,Unit,Barsha Heights,Burj Al Arab,Studio,Al Thanyah First,وحدة,2,2026-03-26 10:08:27,برج العرب,الثنيه الأولى,Existing Properties,Flat,54.0,,العقارات القائمة,شقه سكنيه,مرتفعات برشا
Sell,,,8000000,Commercial,1,11,,386.01,بيع,2017-05-22,,,تجاري,367,1,Al Fahidi Metro Station,0,20724.85,مبايعات,Dubai Mall,0.0,محطة مترو الفهيدي,1.0,7.0,Sales,مول دبي,1-11-2017-7066,,,Land,,Dubai International Airport,,Al Suq Al Kabeer,أرض,1,2026-03-26 10:08:27,مطار دبي الدولي,السوق الكبير,Existing Properties,,,,العقارات القائمة,,
Mortgage Registration,SIENNA  LAKES,,18600000,Residential,1,13,,838.09,تسجيل رهن,2017-06-13,سينا ليكس,,سكني,485,4,Damac Properties,0,22193.32,رهون,Ibn-e-Battuta Mall,0.0,عقارات داماك,1.0,1.0,Mortgages,ابن بطوطة مول,2-13-2017-5007,,,Villa,Jumeirah Golf Estates,Sports City Swimming Academy,,Me'Aisem First,فيلا,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,معيصم الأول,Existing Properties,,174.0,,العقارات القائمة,,جميرا غولف للعقارات
Delayed Sell,,,9194024,Other,1,41,,2294.17,بيع مبدئى,2017-06-13,,,مليون,462,2,,0,4007.56,مبايعات,,0.0,,1.0,1.0,Sales,,1-41-2015-6108,,,Building,Dubai South Residential District,Expo 2020 Site,,Madinat Al Mataar,مبنى,1,2026-03-26 10:08:27,موقع إكسبو 2020,مدينة المطار,Existing Properties,,,,العقارات القائمة,,المدينة السكنية بدبي الجنوب
Grant,Emirates Hills,,2500000,Residential,1,9,4.0,242.57,هبه,2017-07-19,تلال الإمارات,,سكني,352,4,,0,10306.3,هبات,,0.0,,1.0,1.0,Gifts,,3-9-2017-1141,ثلاث غرف,,Villa,,,3 B/R,Al Thanayah Fourth,فيلا,3,2026-03-26 10:08:27,,الثنيه الرابعة,Existing Properties,Villa,4000.0,,العقارات القائمة,فيلا,
Portfolio Mortgage Registration,,,48000000,Commercial,1,43,,592.16,تسجيل رهن محافظ,2017-07-25,,,تجاري,323,1,Al Qusais Metro Station,0,81059.17,رهون,City Centre Mirdif,0.0,محطة مترو القصيص,1.0,73.0,Mortgages,سيتي سنتر مردف,2-43-2017-96,,,Land,,Dubai International Airport,,Al Qusais Industrial Fifth,أرض,2,2026-03-26 10:08:27,مطار دبي الدولي,القصيص الصناعيه الخامسه,Existing Properties,,,,العقارات القائمة,,
Mortgage Registration,ESCAN MARINA TOWER,ESCAN MARINA TOWER,825000,Residential,1,13,60.0,69.35,تسجيل رهن,2017-08-14, اسكان مارينا تاور,ESCAN MARINA TOWER,سكني,330,3,Jumeirah Beach Residency,1,11896.18,رهون,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Mortgages,مارينا مول,2-13-2017-6841,غرفة,,Unit,Dubai Marina,Sports City Swimming Academy,1 B/R,Marsa Dubai,وحدة,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,مرسى دبي,Existing Properties,Flat,845.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Mortgage Registration,,,1050000,Residential,1,13,,237.86,تسجيل رهن,2017-11-06,,,سكني,441,4,Dubai Internet City,0,4414.36,رهون,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Mortgages,مول الإمارات,2-13-2017-9373,,,Villa,Jumeirah Village Circle,Sports City Swimming Academy,,Al Barsha South Fourth,فيلا,2,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Existing Properties,,,,العقارات القائمة,,قرية جميرا الدائرية
