procedure_name_en,project_name_en,building_name_ar,actual_worth,property_usage_en,reg_type_id,procedure_id,property_sub_type_id,procedure_area,procedure_name_ar,instance_date,project_name_ar,building_name_en,property_usage_ar,area_id,property_type_id,nearest_metro_en,has_parking,meter_sale_price,trans_group_ar,nearest_mall_en,no_of_parties_role_3,nearest_metro_ar,no_of_parties_role_2,no_of_parties_role_1,trans_group_en,nearest_mall_ar,transaction_id,rooms_ar,meter_rent_price,property_type_en,master_project_en,nearest_landmark_en,rooms_en,area_name_en,property_type_ar,trans_group_id,load_timestamp,nearest_landmark_ar,area_name_ar,reg_type_en,property_sub_type_en,project_number,rent_value,reg_type_ar,property_sub_type_ar,master_project_ar
Sell - Pre registration,Grand Polo - Equiterra ,,3608888,Residential,0,102,4.0,148.76,بيع - تسجيل مبدئى,2025-12-09,جراند بولو - اكويتيرا ,,سكني,459,4,,0,24259.8,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2025-125411,ثلاث غرف,,Villa,,,3 B/R,Dubai Investment Park Second,فيلا,1,2026-03-26 10:08:27,,مجمع دبي للاستثمار الثاني,Off-Plan Properties,Villa,4185.0,,على الخارطة,فيلا,
Sell - Pre registration,LIV MARITIME,ليف ماريتايم,3959548,Residential,0,102,60.0,135.69,بيع - تسجيل مبدئى,2025-12-11,ليف ماريتايم,LIV MARITIME,سكني,333,3,,1,29180.84,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2025-126756,ثلاث غرف,,Unit,Dubai Maritime City,,3 B/R,Madinat Dubai Almelaheyah,وحدة,1,2026-03-26 10:08:27,,مدينة دبي الملاحية,Off-Plan Properties,Flat,3391.0,,على الخارطة,شقه سكنيه,مدينة دبي الملاحية
Mortgage Registration,,,3200000,Residential,1,13,4.0,377.09,تسجيل رهن,2025-12-12,,,سكني,434,4,,0,8486.04,رهون,,0.0,,1.0,2.0,Mortgages,,2-13-2025-36329,ثلاث غرف,,Villa,Arabian Ranches - 1,Motor City,3 B/R,Wadi Al Safa 6,فيلا,2,2026-03-26 10:08:27,موتور سيتي,وادي الصفا 6,Existing Properties,Villa,,,العقارات القائمة,فيلا,المرابع العربية - 1
Mortgage Registration,,الرمال 1,1425000,Residential,1,13,60.0,178.3,تسجيل رهن,2025-12-16,,Rimal 1,سكني,330,3,Jumeirah Beach Residency,1,7992.15,رهون,Marina Mall,0.0,مساكن شاطئ جميرا,1.0,1.0,Mortgages,مارينا مول,2-13-2025-36664,ثلاث غرف,,Unit,Jumeriah Beach Residence  - JBR,Burj Al Arab,3 B/R,Marsa Dubai,وحدة,2,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,,,العقارات القائمة,شقه سكنيه,جميرا بيتش ريزيدنس  - الجيه بي آر 
Sell,AL KHAIL HEIGHTS,الخـيـــل هايـتـــس 6A-6B,900000,Residential,1,11,60.0,98.18,بيع,2025-12-17,الخيل هايتس,AL KHAIL HEIGHTS 6A-6B,سكني,348,3,Noor Bank Metro Station,1,9166.84,مبايعات,Dubai Mall,0.0,محطة مترو نور بنك,1.0,1.0,Sales,مول دبي,1-11-2025-52821,غرفة,,Unit,,Downtown Dubai,1 B/R,Al Goze Fourth,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,القوز الرابعه,Existing Properties,Flat,1527.0,,العقارات القائمة,شقه سكنيه,
Sell - Pre registration,Binghatti Vintage,بن غاطي فينتيج,697999,Residential,0,102,60.0,34.73,بيع - تسجيل مبدئى,2025-12-25,بن غاطي فينتيج,Binghatti Vintage,سكني,465,3,,1,20097.87,مبايعات,,0.0,,2.0,1.0,Sales,,1-102-2025-132747,استوديو,,Unit,Majan,IMG World Adventures,Studio,Wadi Al Safa 3,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 3,Off-Plan Properties,Flat,4102.0,,على الخارطة,شقه سكنيه,ماجان
Sell,PARK ISLANDS,بارك آيلاند بلاكلي,58956,Residential,1,11,60.0,85.66,بيع,2025-12-30,جزر المتنزه,PARK ISLAND BLAKELY,سكني,330,3,Jumeirah Beach Resdency,1,688.26,مبايعات,Marina Mall,0.0,مساكن شاطئ الجميرا,1.0,1.0,Sales,مارينا مول,1-11-2025-54519,غرفة,,Unit,Dubai Marina,Burj Al Arab,1 B/R,Marsa Dubai,وحدة,1,2026-03-26 10:08:27,برج العرب,مرسى دبي,Existing Properties,Flat,1458.0,,العقارات القائمة,شقه سكنيه,دبي مارينا
Sell - Pre registration,Mi Casa By London Gate Real Estate Development,مي كاسا من لندن جيت للتطوير العقاري,800000,Residential,0,102,60.0,44.61,بيع - تسجيل مبدئى,2026-01-05,مي كاسا من لندن جيت للتطوير العقاري,Mi Casa By London Gate Real Estate Development,سكني,441,3,Dubai Internet City,1,17933.2,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مول الإمارات,1-102-2026-759,استوديو,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,Studio,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Off-Plan Properties,Flat,3647.0,,على الخارطة,شقه سكنيه,قرية جميرا الدائرية
Sell - Pre registration,Terra Gardens,ت?را جاردنز - مبنى 2,2319888,Residential,0,102,60.0,103.45,بيع - تسجيل مبدئى,2026-01-19,تيرا جاردنز,Terra Gardens - Building 2,سكني,462,3,,1,22425.21,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2026-5819,غرفتين,,Unit,Dubai World Central,,2 B/R,Madinat Al Mataar,وحدة,1,2026-03-26 10:08:27,,مدينة المطار,Off-Plan Properties,Flat,4160.0,,على الخارطة,شقه سكنيه,دبي ورلد سنترال
Sell - Pre registration,Vida Residences Hillside,فيدا ريزيدنسز هيلسايد برج أ,3241888,Residential,0,102,60.0,121.79,بيع - تسجيل مبدئى,2026-01-20,فيدا ريزيدنسزهيلسايد,Vida Residences Hillside Tower A,سكني,482,3,,1,26618.67,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2026-6626,غرفتين,,Unit,Dubai Hills Estate,,2 B/R,Hadaeq Sheikh Mohammed Bin Rashid,وحدة,1,2026-03-26 10:08:27,,حدائق الشيخ محمد بن راشد,Off-Plan Properties,Flat,3534.0,,على الخارطة,شقه سكنيه, دبي هيلز استيت 
Sell - Pre registration,Sobha Hartland Waves Opulence,شوبا هارتلاند ويفز  اوبيولينس,3711620,Residential,0,102,60.0,172.41,بيع - تسجيل مبدئى,2026-01-28,شوبا هارتلاند  ويفز اوبيولينس,Sobha Hartland Waves Opulence,سكني,412,3,Buj Khalifa Dubai Mall Metro Station,1,21527.87,مبايعات,Dubai Mall,0.0,محطة مترو بوج خليفة دبي مول,1.0,1.0,Sales,مول دبي,1-102-2026-9810,ثلاث غرف,,Unit,SOBHA HARTLAND,Downtown Dubai,3 B/R,Al Merkadh,وحدة,1,2026-03-26 10:08:27,وسط مدينة دبي,المركاض,Off-Plan Properties,Flat,2564.0,,على الخارطة,شقه سكنيه,شوبها هارتلاند
Sell - Pre registration,Vista Ridge,فيستا ريدج تاور 1,2599888,Residential,0,102,60.0,127.67,بيع - تسجيل مبدئى,2026-02-04,فيستا ريدج,Vista Ridge Tower 1,سكني,462,3,,1,20364.13,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2026-12611,غرفتين,,Unit,Dubai World Central,,2 B/R,Madinat Al Mataar,وحدة,1,2026-03-26 10:08:27,,مدينة المطار,Off-Plan Properties,Flat,4201.0,,على الخارطة,شقه سكنيه,دبي ورلد سنترال
Sell - Pre registration,Binghatti Apex,بن غاطي أبيكس,975000,Residential,0,102,60.0,77.71,بيع - تسجيل مبدئى,2026-02-16,بن غاطي ابيكس,Binghatti Apex,سكني,441,3,Dubai Internet City,1,12546.65,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,1.0,1.0,Sales,مول الإمارات,1-102-2026-16365,غرفة,,Unit,Jumeirah Village Circle,Sports City Swimming Academy,1 B/R,Al Barsha South Fourth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الرابعة,Off-Plan Properties,Flat,3066.0,,على الخارطة,شقه سكنيه,قرية جميرا الدائرية
Sell - Pre registration,Sky Gate Tower,برج سكاي جيت,676088,Residential,0,102,60.0,28.91,بيع - تسجيل مبدئى,2026-03-10,سكاى جيت تاور,Sky Gate Tower,سكني,442,3,Nakheel Metro Station,1,23385.98,مبايعات,Marina Mall,0.0,محطة مترو النخيل,1.0,1.0,Sales,مارينا مول,1-102-2026-23949,استوديو,,Unit,Jumeirah Village Triangle,Sports City Swimming Academy,Studio,Al Barsha South Fifth,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,البرشاء جنوب الخامسة,Off-Plan Properties,Flat,4120.0,,على الخارطة,شقه سكنيه,قرية جميرا المثلثة
Sell - Pre registration,SIERRA BY IMAN,سيرا باي ايمان,909138,Residential,0,102,60.0,38.68,بيع - تسجيل مبدئى,2026-03-11,                                                                                                                            سيرا باي ايمان,SIERRA BY IMAN,سكني,444,3,Dubai Internet City,1,23504.08,مبايعات,Mall of the Emirates,0.0,مدينة دبي للإنترنت,2.0,1.0,Sales,مول الإمارات,1-102-2026-24454,استوديو,,Unit,Motor City,Sports City Swimming Academy,Studio,Al Hebiah First,وحدة,1,2026-03-26 10:08:27,أكاديمية المدينة الرياضية للسباحة,الحبيه الاولى,Off-Plan Properties,Flat,3835.0,,على الخارطة,شقه سكنيه,موتور ستي
Sell - Pre registration,Le Blanc Residence by Imtiaz,لي بلانك ريزيدنس من امتياز,799852,Residential,0,102,60.0,41.26,بيع - تسجيل مبدئى,2026-03-17,لي بلانك ريزيدنس من امتياز,Le Blanc Residence by Imtiaz,سكني,467,3,,1,19385.67,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2026-26345,استوديو,,Unit,Dubai Land Residence Complex,IMG World Adventures,Studio,Wadi Al Safa 5,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 5,Off-Plan Properties,Flat,4174.0,,على الخارطة,شقه سكنيه,مجمع دبي لاند السكني
Sell - Pre registration,Saray prime residence,سراي برايم ريزيدنس,1003513,Residential,0,102,60.0,78.88,بيع - تسجيل مبدئى,2026-03-18,سراي برايم ريزيدنس ,Saray Prime Residence,سكني,467,3,,1,12722.03,مبايعات,,0.0,,1.0,1.0,Sales,,1-102-2026-26501,غرفة,,Unit,Dubai Land Residence Complex,IMG World Adventures,1 B/R,Wadi Al Safa 5,وحدة,1,2026-03-26 10:08:27,آي إم جي وورلد أدفينتشرز,وادي الصفا 5,Off-Plan Properties,Flat,4058.0,,على الخارطة,شقه سكنيه,مجمع دبي لاند السكني
